id	filename	md5	size	state
006d03e5-e58a-4fbe-bb12-9a002013617b	nationwidechildrens.org_clinical.TCGA-2H-A9GJ.xml	45f28fa1a3c41eb01d38c0ff5167e7ee	33023	validated
0093c5d4-f98e-42f5-9fd3-9c952563bf51	nationwidechildrens.org_clinical.TCGA-L5-A891.xml	8faa73eb53909133f7bd49a16f07c136	36907	validated
00e57618-9be5-4edd-95ee-16fe43f0f522	nationwidechildrens.org_clinical.TCGA-L5-A43I.xml	cea1d471409b8b6389e3fd1df444ce30	37226	validated
01e029d5-8ccc-47c2-9e63-6d43054e7759	nationwidechildrens.org_clinical.TCGA-LN-A49K.xml	7e0abc3b9430d809617e8ca2f11a3c2b	37077	validated
033964bf-3de7-4b3c-b6d6-4c3b4b4c51bd	nationwidechildrens.org_clinical.TCGA-LN-A49S.xml	2d9517360bafe113c493f851f0a144c7	42128	validated
035ccb85-192e-4d42-b036-ea44b6b9d036	nationwidechildrens.org_clinical.TCGA-IG-A8O2.xml	cab5ae0f0aa3577480c5b623a7f8577f	37223	validated
038fffa2-c5ea-4140-bede-80348340de30	nationwidechildrens.org_clinical.TCGA-S8-A6BW.xml	ca06a5f2e09542b3c50ab011aa67c71c	37355	validated
070b0b6c-a8f6-438c-902b-10293e641ee9	nationwidechildrens.org_clinical.TCGA-IG-A3I8.xml	f1d45301d5ee370919f19f977b88e02b	55915	validated
07c42a58-337e-4de3-866d-a9e82e559258	nationwidechildrens.org_clinical.TCGA-LN-A49V.xml	f3ae55b4c8fb2a3497720f0c4f0d2d3f	53643	validated
08715c75-5369-40c4-abca-983823faee34	nationwidechildrens.org_clinical.TCGA-Q9-A6FW.xml	a6e4f22efadcae4e8d3022d1fb98b533	41826	validated
0f1d87d8-6340-4a80-b281-169fdd42dd95	nationwidechildrens.org_clinical.TCGA-L5-A4OF.xml	0b76f570bbc0892234039a4671d08ef7	36840	validated
118668d9-2683-434d-8408-b69ba7db121a	nationwidechildrens.org_clinical.TCGA-IG-A625.xml	7e157d801ff7e8441097d39c7b6187cf	36943	validated
1244356a-bf25-4b9c-bf0c-de23f1748a26	nationwidechildrens.org_clinical.TCGA-LN-A4A1.xml	406bf70c723226f087eacdad11b6ebe1	53768	validated
125b0538-d56e-46f1-9d9e-9f74a58920f7	nationwidechildrens.org_clinical.TCGA-JY-A6FB.xml	f96e5097fc3ff2e11145c024f3524780	37150	validated
14fee3a4-714a-42d8-9d0a-e6dbf2b152e4	nationwidechildrens.org_clinical.TCGA-LN-A49M.xml	6c139508bcc9694ee437f5b09a2a7b2f	47633	validated
15a7babc-bea1-4d3f-9c9f-fa3e468966c2	nationwidechildrens.org_clinical.TCGA-R6-A6Y2.xml	d699cd1093aa04edff969fe77a8d9879	30295	validated
16393907-8d74-46b0-ac93-8729378f0550	nationwidechildrens.org_clinical.TCGA-LN-A7HV.xml	a26d13a9048986f12f33227488e8b780	47725	validated
1743dcab-ab6b-4a23-bed5-719b1fd864b6	nationwidechildrens.org_clinical.TCGA-LN-A49W.xml	9d723e9be24046b599190dfe2046eebb	53568	validated
174af4cb-5853-4c60-b8b9-232d5e158d30	nationwidechildrens.org_clinical.TCGA-L5-A43C.xml	b179cbcfde71ce4dbc0cc89607279084	37234	validated
183b072e-201b-4e78-8624-db7f6c3da11c	nationwidechildrens.org_clinical.TCGA-LN-A49N.xml	c9800933b64084db42d07c1fd22597ec	37122	validated
18806ab0-bc31-4b53-8648-26f9bf023769	nationwidechildrens.org_clinical.TCGA-LN-A7HW.xml	a35baebb36233864de35d33fc24736c0	42239	validated
188b7b8f-4975-488f-a8a6-861c902990dc	nationwidechildrens.org_clinical.TCGA-2H-A9GQ.xml	86448f4924af2daef3c139c302ac6db8	32943	validated
1af3c318-c774-42c3-8494-49f03a23ae19	nationwidechildrens.org_clinical.TCGA-JY-A93E.xml	bff80fa75b340e8066915945e08be990	37339	validated
1b0b14a5-3b13-4144-b9d3-69f97c76a28e	nationwidechildrens.org_clinical.TCGA-VR-A8EO.xml	5acd4616ea82d1909bc3d04bec6457bc	56773	validated
1d0a5106-f893-4ac1-b244-c2df7693f728	nationwidechildrens.org_clinical.TCGA-LN-A4A6.xml	68ffcb412d83657aa11c0432c5b74e3f	48048	validated
